"","X","is.HVG"
"AC108467.1","AC108467.1",FALSE
"GABRG1","GABRG1",FALSE
"AC104072.1","AC104072.1",FALSE
"GABRA2","GABRA2",FALSE
"AC095060.1","AC095060.1",FALSE
"COX7B2","COX7B2",FALSE
"GABRA4","GABRA4",FALSE
"GABRB1","GABRB1",FALSE
"AC107398.3","AC107398.3",FALSE
"COMMD8","COMMD8",FALSE
"AC107398.4","AC107398.4",FALSE
"AC107398.5","AC107398.5",FALSE
"ATP10D","ATP10D",TRUE
"AC107398.2","AC107398.2",FALSE
"CORIN","CORIN",TRUE
"AC107068.2","AC107068.2",FALSE
"AC107068.1","AC107068.1",FALSE
"NFXL1","NFXL1",FALSE
"NIPAL1","NIPAL1",FALSE
"CNGA1","CNGA1",FALSE
"TXK","TXK",FALSE
"TEC","TEC",FALSE
"SLAIN2","SLAIN2",FALSE
"SLC10A4","SLC10A4",FALSE
"ZAR1","ZAR1",FALSE
"FRYL","FRYL",TRUE
"OCIAD1","OCIAD1",FALSE
"OCIAD1-AS1","OCIAD1-AS1",FALSE
"OCIAD2","OCIAD2",FALSE
"CWH43","CWH43",FALSE
"DCUN1D4","DCUN1D4",TRUE
"AC027271.1","AC027271.1",FALSE
"LRRC66","LRRC66",FALSE
"SGCB","SGCB",TRUE
"LINC02480","LINC02480",FALSE
"SPATA18","SPATA18",FALSE
"AC097522.2","AC097522.2",FALSE
"USP46","USP46",FALSE
"USP46-AS1","USP46-AS1",FALSE
"AC104066.3","AC104066.3",FALSE
"LINC01618","LINC01618",FALSE
"DANCR","DANCR",FALSE
"AC104066.4","AC104066.4",FALSE
"ERVMER34-1","ERVMER34-1",FALSE
"RASL11B","RASL11B",FALSE
"SCFD2","SCFD2",FALSE
"AC023154.1","AC023154.1",FALSE
"FIP1L1","FIP1L1",FALSE
"LNX1","LNX1",FALSE
"LNX1-AS1","LNX1-AS1",FALSE
"LNX1-AS2","LNX1-AS2",FALSE
"AC124017.1","AC124017.1",FALSE
"AC105384.1","AC105384.1",FALSE
"AC110792.3","AC110792.3",FALSE
"CHIC2","CHIC2",FALSE
"AC110792.2","AC110792.2",FALSE
"AC110792.4","AC110792.4",FALSE
"GSX2","GSX2",FALSE
"PDGFRA","PDGFRA",TRUE
"LINC02283","LINC02283",FALSE
"AC098587.1","AC098587.1",FALSE
"AC098868.1","AC098868.1",FALSE
"LINC02260","LINC02260",FALSE
"KIT","KIT",FALSE
"AC097494.1","AC097494.1",FALSE
"LINC02358","LINC02358",FALSE
"AC111194.1","AC111194.1",FALSE
"AC111194.2","AC111194.2",FALSE
"KDR","KDR",TRUE
"AC021220.2","AC021220.2",FALSE
"SRD5A3","SRD5A3",FALSE
"SRD5A3-AS1","SRD5A3-AS1",FALSE
"AC069200.1","AC069200.1",FALSE
"TMEM165","TMEM165",FALSE
"CLOCK","CLOCK",FALSE
"AC024243.1","AC024243.1",FALSE
"PDCL2","PDCL2",FALSE
"NMU","NMU",FALSE
"EXOC1L","EXOC1L",FALSE
"EXOC1","EXOC1",FALSE
"AC110611.1","AC110611.1",FALSE
"AC110611.2","AC110611.2",FALSE
"CEP135","CEP135",FALSE
"KIAA1211","KIAA1211",FALSE
"AC022267.1","AC022267.1",FALSE
"AASDH","AASDH",FALSE
"AC068620.1","AC068620.1",FALSE
"PPAT","PPAT",FALSE
"AC068620.2","AC068620.2",FALSE
"PAICS","PAICS",FALSE
"SRP72","SRP72",FALSE
"ARL9","ARL9",FALSE
"THEGL","THEGL",FALSE
"HOPX","HOPX",FALSE
"SPINK2","SPINK2",FALSE
"REST","REST",FALSE
"AC069307.1","AC069307.1",FALSE
"NOA1","NOA1",FALSE
"POLR2B","POLR2B",FALSE
"IGFBP7","IGFBP7",TRUE
"IGFBP7-AS1","IGFBP7-AS1",FALSE
"AC111197.1","AC111197.1",FALSE
"AC105390.1","AC105390.1",FALSE
"LINC02380","LINC02380",FALSE
"AC013724.1","AC013724.1",FALSE
"AC107396.1","AC107396.1",FALSE
"AC093725.2","AC093725.2",FALSE
"AC093725.1","AC093725.1",FALSE
"AC104790.1","AC104790.1",FALSE
"LINC02494","LINC02494",FALSE
"AC019133.1","AC019133.1",FALSE
"AC017091.1","AC017091.1",FALSE
"LINC02619","LINC02619",FALSE
"LINC02429","LINC02429",FALSE
"AC097501.1","AC097501.1",FALSE
"AC108517.2","AC108517.2",FALSE
"AC108517.1","AC108517.1",FALSE
"AC096588.1","AC096588.1",FALSE
"AC093857.1","AC093857.1",FALSE
"AC092596.1","AC092596.1",FALSE
"LINC02496","LINC02496",FALSE
"LINC02271","LINC02271",FALSE
"ADGRL3","ADGRL3",FALSE
"AC020741.1","AC020741.1",FALSE
"ADGRL3-AS1","ADGRL3-AS1",FALSE
"AC097491.1","AC097491.1",FALSE
"AC093730.1","AC093730.1",FALSE
"TECRL","TECRL",FALSE
"AC104689.2","AC104689.2",FALSE
"LINC02232","LINC02232",FALSE
"LINC02835","LINC02835",FALSE
"EPHA5","EPHA5",FALSE
"EPHA5-AS1","EPHA5-AS1",FALSE
"AC104137.1","AC104137.1",FALSE
"AC097110.1","AC097110.1",FALSE
"AC116049.2","AC116049.2",FALSE
"AC096721.1","AC096721.1",FALSE
"AC110809.1","AC110809.1",FALSE
"AC104806.2","AC104806.2",FALSE
"CENPC","CENPC",FALSE
"STAP1","STAP1",FALSE
"UBA6","UBA6",FALSE
"UBA6-AS1","UBA6-AS1",FALSE
"GNRHR","GNRHR",FALSE
"TMPRSS11D","TMPRSS11D",FALSE
"TMPRSS11A","TMPRSS11A",FALSE
"TMPRSS11F","TMPRSS11F",FALSE
"TMPRSS11B","TMPRSS11B",FALSE
"YTHDC1","YTHDC1",FALSE
"TMPRSS11E","TMPRSS11E",FALSE
"UGT2B17","UGT2B17",FALSE
"UGT2B15","UGT2B15",FALSE
"UGT2B10","UGT2B10",FALSE
"AC021146.12","AC021146.12",FALSE
"UGT2A3","UGT2A3",FALSE
"UGT2B7","UGT2B7",FALSE
"AC111000.4","AC111000.4",FALSE
"UGT2B11","UGT2B11",FALSE
"UGT2B28","UGT2B28",FALSE
"UGT2B4","UGT2B4",FALSE
"UGT2A1","UGT2A1",FALSE
"UGT2A2","UGT2A2",FALSE
"SULT1B1","SULT1B1",FALSE
"SULT1E1","SULT1E1",FALSE
"CSN1S1","CSN1S1",FALSE
"CSN2","CSN2",FALSE
"STATH","STATH",TRUE
"HTN3","HTN3",FALSE
"HTN1","HTN1",FALSE
"PRR27","PRR27",FALSE
"ODAM","ODAM",TRUE
"FDCSP","FDCSP",TRUE
"CSN3","CSN3",FALSE
"CABS1","CABS1",FALSE
"SMR3A","SMR3A",FALSE
"SMR3B","SMR3B",FALSE
"OPRPN","OPRPN",FALSE
"MUC7","MUC7",FALSE
"AMTN","AMTN",FALSE
"AMBN","AMBN",FALSE
"ENAM","ENAM",FALSE
"AC009570.2","AC009570.2",FALSE
"JCHAIN","JCHAIN",TRUE
"UTP3","UTP3",FALSE
"AC009570.1","AC009570.1",FALSE
"RUFY3","RUFY3",TRUE
"GRSF1","GRSF1",FALSE
"MOB1B","MOB1B",FALSE
"DCK","DCK",FALSE
"SLC4A4","SLC4A4",FALSE
"GC","GC",FALSE
"AC068721.1","AC068721.1",FALSE
"NPFFR2","NPFFR2",FALSE
"ADAMTS3","ADAMTS3",FALSE
"AC095056.1","AC095056.1",FALSE
"COX18","COX18",FALSE
"ANKRD17","ANKRD17",FALSE
"AC053527.2","AC053527.2",FALSE
"ALB","ALB",FALSE
"AFP","AFP",FALSE
"AFM","AFM",FALSE
"LINC02499","LINC02499",FALSE
"RASSF6","RASSF6",FALSE
"UMLILO","UMLILO",FALSE
"CXCL8","CXCL8",FALSE
"CXCL6","CXCL6",TRUE
"PF4V1","PF4V1",FALSE
"CXCL1","CXCL1",FALSE
"PF4","PF4",FALSE
"PPBP","PPBP",FALSE
"CXCL5","CXCL5",FALSE
"AC097709.1","AC097709.1",FALSE
"CXCL3","CXCL3",FALSE
"AC093677.3","AC093677.3",FALSE
"CXCL2","CXCL2",FALSE
"MTHFD2L","MTHFD2L",FALSE
"AC093677.2","AC093677.2",FALSE
"EPGN","EPGN",FALSE
"EREG","EREG",FALSE
"AC021180.1","AC021180.1",FALSE
"AREG","AREG",FALSE
"AC239584.1","AC239584.1",FALSE
"BTC","BTC",FALSE
"AC098825.1","AC098825.1",FALSE
"PARM1","PARM1",TRUE
"AC110760.2","AC110760.2",FALSE
"AC110760.1","AC110760.1",FALSE
"LINC02562","LINC02562",FALSE
"AC025244.1","AC025244.1",FALSE
"AC025244.2","AC025244.2",FALSE
"LINC02483","LINC02483",FALSE
"AC096759.1","AC096759.1",FALSE
"AC096759.2","AC096759.2",FALSE
"RCHY1","RCHY1",FALSE
"THAP6","THAP6",FALSE
"ODAPH","ODAPH",FALSE
"CDKL2","CDKL2",FALSE
"G3BP2","G3BP2",FALSE
"USO1","USO1",FALSE
"AC110615.1","AC110615.1",FALSE
"PPEF2","PPEF2",FALSE
"NAAA","NAAA",FALSE
"SDAD1","SDAD1",TRUE
"AC112719.2","AC112719.2",FALSE
"CXCL9","CXCL9",FALSE
"ART3","ART3",TRUE
"CXCL10","CXCL10",FALSE
"CXCL11","CXCL11",FALSE
"NUP54","NUP54",FALSE
"AC110795.1","AC110795.1",FALSE
"SCARB2","SCARB2",FALSE
"FAM47E","FAM47E",FALSE
"AC034139.1","AC034139.1",FALSE
"STBD1","STBD1",FALSE
"CCDC158","CCDC158",FALSE
"SHROOM3","SHROOM3",FALSE
"AC107072.2","AC107072.2",FALSE
"AC107072.1","AC107072.1",FALSE
"SOWAHB","SOWAHB",FALSE
"SEPTIN11","SEPTIN11",TRUE
"CCNI","CCNI",FALSE
"CCNG2","CCNG2",FALSE
"AC092674.1","AC092674.1",FALSE
"CXCL13","CXCL13",FALSE
"CNOT6L","CNOT6L",FALSE
"MRPL1","MRPL1",FALSE
"FRAS1","FRAS1",FALSE
"ANXA3","ANXA3",FALSE
"LINC01094","LINC01094",FALSE
"AC112253.1","AC112253.1",FALSE
"AC098818.2","AC098818.2",FALSE
"BMP2K","BMP2K",FALSE
"PAQR3","PAQR3",FALSE
"LINC01088","LINC01088",TRUE
"NAA11","NAA11",FALSE
"GK2","GK2",FALSE
"LINC00989","LINC00989",FALSE
"AC092542.1","AC092542.1",FALSE
"LINC02469","LINC02469",FALSE
"PCAT4","PCAT4",FALSE
"ANTXR2","ANTXR2",TRUE
"AC021127.1","AC021127.1",FALSE
"PRDM8","PRDM8",FALSE
"FGF5","FGF5",FALSE
"CFAP299","CFAP299",FALSE
"BMP3","BMP3",FALSE
"PRKG2","PRKG2",FALSE
"AC139722.1","AC139722.1",FALSE
"RASGEF1B","RASGEF1B",FALSE
"AC124016.2","AC124016.2",FALSE
"HNRNPD","HNRNPD",FALSE
"AC124016.1","AC124016.1",FALSE
"HNRNPDL","HNRNPDL",FALSE
"ENOPH1","ENOPH1",FALSE
"TMEM150C","TMEM150C",FALSE
"LINC00575","LINC00575",FALSE
"AC067942.4","AC067942.4",FALSE
"SCD5","SCD5",FALSE
"SEC31A","SEC31A",FALSE
"THAP9-AS1","THAP9-AS1",FALSE
"THAP9","THAP9",FALSE
"LIN54","LIN54",FALSE
"COPS4","COPS4",FALSE
"AC073840.1","AC073840.1",FALSE
"PLAC8","PLAC8",FALSE
"AC114781.2","AC114781.2",FALSE
"COQ2","COQ2",FALSE
"HPSE","HPSE",FALSE
"HELQ","HELQ",FALSE
"MRPS18C","MRPS18C",FALSE
"ABRAXAS1","ABRAXAS1",FALSE
"GPAT3","GPAT3",FALSE
"AC021192.1","AC021192.1",FALSE
"AC079160.1","AC079160.1",FALSE
"AC104063.1","AC104063.1",FALSE
"NKX6-1","NKX6-1",FALSE
"CDS1","CDS1",FALSE
"WDFY3","WDFY3",FALSE
"WDFY3-AS1","WDFY3-AS1",FALSE
"WDFY3-AS2","WDFY3-AS2",FALSE
"AC108021.1","AC108021.1",FALSE
"ARHGAP24","ARHGAP24",FALSE
"MAPK10","MAPK10",TRUE
"AC104827.1","AC104827.1",FALSE
"PTPN13","PTPN13",TRUE
"SLC10A6","SLC10A6",FALSE
"C4orf36","C4orf36",FALSE
"AC093827.4","AC093827.4",FALSE
"AFF1","AFF1",FALSE
"KLHL8","KLHL8",FALSE
"AC108516.1","AC108516.1",FALSE
"HSD17B13","HSD17B13",FALSE
"HSD17B11","HSD17B11",FALSE
"NUDT9","NUDT9",FALSE
"AC112250.2","AC112250.2",FALSE
"SPARCL1","SPARCL1",TRUE
"AC093895.1","AC093895.1",FALSE
"DSPP","DSPP",FALSE
"DMP1","DMP1",FALSE
"IBSP","IBSP",FALSE
"MEPE","MEPE",FALSE
"AC131944.1","AC131944.1",FALSE
"SPP1","SPP1",TRUE
"PKD2","PKD2",TRUE
"ABCG2","ABCG2",FALSE
"PPM1K","PPM1K",TRUE
"PPM1K-DT","PPM1K-DT",FALSE
"AC107067.2","AC107067.2",FALSE
"AC107067.1","AC107067.1",FALSE
"HERC6","HERC6",FALSE
"HERC5","HERC5",FALSE
"PYURF","PYURF",FALSE
"PIGY","PIGY",FALSE
"PIGY-DT","PIGY-DT",FALSE
"HERC3","HERC3",FALSE
"NAP1L5","NAP1L5",FALSE
"FAM13A-AS1","FAM13A-AS1",FALSE
"FAM13A","FAM13A",FALSE
"TIGD2","TIGD2",FALSE
"AC104785.1","AC104785.1",FALSE
"GPRIN3","GPRIN3",FALSE
"AC093866.1","AC093866.1",FALSE
"SNCA","SNCA",FALSE
"AC097478.1","AC097478.1",FALSE
"AC097478.3","AC097478.3",FALSE
"AC097478.2","AC097478.2",FALSE
"SNCA-AS1","SNCA-AS1",FALSE
"MMRN1","MMRN1",TRUE
"AC105445.1","AC105445.1",FALSE
"CCSER1","CCSER1",FALSE
"AC004054.1","AC004054.1",FALSE
"AC074124.1","AC074124.1",FALSE
"AC093810.1","AC093810.1",FALSE
"AC097520.2","AC097520.2",FALSE
"LNCPRESS2","LNCPRESS2",FALSE
"AC112695.1","AC112695.1",FALSE
"GRID2","GRID2",FALSE
"AC095059.1","AC095059.1",FALSE
"AC110800.1","AC110800.1",FALSE
"ATOH1","ATOH1",FALSE
"AC096746.1","AC096746.1",FALSE
"SMARCAD1","SMARCAD1",FALSE
"HPGDS","HPGDS",FALSE
"AC109925.2","AC109925.2",FALSE
"PDLIM5","PDLIM5",FALSE
"AC108067.1","AC108067.1",FALSE
"BMPR1B-DT","BMPR1B-DT",FALSE
"BMPR1B","BMPR1B",FALSE
"UNC5C","UNC5C",TRUE
"AC106881.1","AC106881.1",FALSE
"PDHA2","PDHA2",FALSE
"LINC02267","LINC02267",FALSE
"AC096585.1","AC096585.1",FALSE
"AC108515.1","AC108515.1",FALSE
"STPG2","STPG2",FALSE
"AC034154.1","AC034154.1",FALSE
"STPG2-AS1","STPG2-AS1",FALSE
"AC019077.1","AC019077.1",FALSE
"RAP1GDS1","RAP1GDS1",FALSE
"TSPAN5","TSPAN5",FALSE
"AC108159.1","AC108159.1",FALSE
"AC114811.2","AC114811.2",FALSE
"EIF4E","EIF4E",FALSE
"AC019131.1","AC019131.1",FALSE
"AC019131.3","AC019131.3",FALSE
"METAP1","METAP1",FALSE
"AC019131.2","AC019131.2",FALSE
"ADH5","ADH5",TRUE
"AP002026.1","AP002026.1",FALSE
"ADH4","ADH4",FALSE
"ADH6","ADH6",FALSE
"ADH1A","ADH1A",FALSE
"ADH1B","ADH1B",TRUE
"ADH1C","ADH1C",FALSE
"ADH7","ADH7",FALSE
"C4orf17","C4orf17",FALSE
"TRMT10A","TRMT10A",FALSE
"MTTP","MTTP",FALSE
"AC083902.1","AC083902.1",FALSE
"C4orf54","C4orf54",FALSE
"DAPP1","DAPP1",FALSE
"LAMTOR3","LAMTOR3",FALSE
"DNAJB14","DNAJB14",FALSE
"H2AFZ","H2AFZ",TRUE
"AC097460.1","AC097460.1",FALSE
"DDIT4L","DDIT4L",FALSE
"AP001961.1","AP001961.1",FALSE
"EMCN","EMCN",TRUE
"AC097459.1","AC097459.1",FALSE
"LINC01216","LINC01216",FALSE
"LINC01217","LINC01217",FALSE
"LINC01218","LINC01218",FALSE
"PPP3CA","PPP3CA",FALSE
"AP001816.1","AP001816.1",FALSE
"BANK1","BANK1",FALSE
"AC084277.1","AC084277.1",FALSE
"AP002075.1","AP002075.1",FALSE
"SLC39A8","SLC39A8",FALSE
"AC098487.1","AC098487.1",FALSE
"AF213884.3","AF213884.3",FALSE
"NFKB1","NFKB1",FALSE
"MANBA","MANBA",FALSE
"UBE2D3","UBE2D3",FALSE
"AC018797.3","AC018797.3",FALSE
"UBE2D3-AS1","UBE2D3-AS1",FALSE
"CISD2","CISD2",FALSE
"SLC9B1","SLC9B1",FALSE
"SLC9B2","SLC9B2",FALSE
"BDH2","BDH2",TRUE
"CENPE","CENPE",FALSE
"LINC02428","LINC02428",FALSE
"AC105460.2","AC105460.2",FALSE
"AC105460.1","AC105460.1",FALSE
"TACR3","TACR3",FALSE
"AC004047.1","AC004047.1",FALSE
"LINC02503","LINC02503",FALSE
"AC004052.1","AC004052.1",FALSE
"CXXC4","CXXC4",FALSE
"CXXC4-AS1","CXXC4-AS1",FALSE
"AC004063.1","AC004063.1",FALSE
"AC004053.1","AC004053.1",FALSE
"AC096577.1","AC096577.1",FALSE
"AC004069.1","AC004069.1",FALSE
"TET2","TET2",TRUE
"TET2-AS1","TET2-AS1",FALSE
"PPA2","PPA2",FALSE
"AC004066.2","AC004066.2",FALSE
"ARHGEF38","ARHGEF38",FALSE
"ARHGEF38-IT1","ARHGEF38-IT1",FALSE
"INTS12","INTS12",FALSE
"GSTCD","GSTCD",FALSE
"AC008243.1","AC008243.1",FALSE
"NPNT","NPNT",TRUE
"AC109361.2","AC109361.2",FALSE
"AC109361.1","AC109361.1",FALSE
"TBCK","TBCK",FALSE
"AIMP1","AIMP1",FALSE
"GIMD1","GIMD1",FALSE
"LINC02173","LINC02173",FALSE
"AC092445.1","AC092445.1",FALSE
"DKK2","DKK2",FALSE
"AC104663.1","AC104663.1",FALSE
"PAPSS1","PAPSS1",FALSE
"SGMS2","SGMS2",FALSE
"AC096564.1","AC096564.1",FALSE
"CYP2U1","CYP2U1",FALSE
"AC096564.2","AC096564.2",FALSE
"HADH","HADH",FALSE
"LEF1","LEF1",FALSE
"LEF1-AS1","LEF1-AS1",FALSE
"RPL34-AS1","RPL34-AS1",FALSE
"RPL34","RPL34",FALSE
"OSTC","OSTC",FALSE
"AC107071.1","AC107071.1",FALSE
"ETNPPL","ETNPPL",FALSE
"COL25A1","COL25A1",FALSE
"ZCCHC23","ZCCHC23",FALSE
"SEC24B-AS1","SEC24B-AS1",FALSE
"SEC24B","SEC24B",FALSE
"MCUB","MCUB",FALSE
"CASP6","CASP6",FALSE
"AC004067.1","AC004067.1",FALSE
"PLA2G12A","PLA2G12A",FALSE
"CFI","CFI",FALSE
"AC126283.1","AC126283.1",FALSE
"GAR1","GAR1",FALSE
"RRH","RRH",FALSE
"LRIT3","LRIT3",FALSE
"EGF","EGF",FALSE
"ELOVL6","ELOVL6",FALSE
"ENPEP","ENPEP",FALSE
"AC098798.1","AC098798.1",FALSE
"PANCR","PANCR",FALSE
"PITX2","PITX2",FALSE
"LINC01438","LINC01438",FALSE
"AC083795.2","AC083795.2",FALSE
"AC139718.2","AC139718.2",FALSE
"AC139718.1","AC139718.1",FALSE
"AC004704.1","AC004704.1",FALSE
"FAM241A","FAM241A",FALSE
"AC109347.1","AC109347.1",FALSE
"AP1AR","AP1AR",FALSE
"AC109347.2","AC109347.2",FALSE
"TIFA","TIFA",FALSE
"ALPK1","ALPK1",FALSE
"NEUROG2","NEUROG2",FALSE
"AC023886.1","AC023886.1",FALSE
"ZGRF1","ZGRF1",FALSE
"LARP7","LARP7",FALSE
"MIR302CHG","MIR302CHG",FALSE
"AC106864.1","AC106864.1",FALSE
"ANK2","ANK2",TRUE
"AC017007.5","AC017007.5",FALSE
"AC093879.1","AC093879.1",FALSE
"AC093879.2","AC093879.2",FALSE
"CAMK2D","CAMK2D",TRUE
"ARSJ","ARSJ",FALSE
"AC104779.1","AC104779.1",FALSE
"UGT8","UGT8",FALSE
"NDST4","NDST4",FALSE
"MTRNR2L13","MTRNR2L13",FALSE
"AC106892.1","AC106892.1",FALSE
"AC093765.5","AC093765.5",FALSE
"AC093765.4","AC093765.4",FALSE
"AC093765.3","AC093765.3",FALSE
"AC093765.2","AC093765.2",FALSE
"TRAM1L1","TRAM1L1",FALSE
"LINC02262","LINC02262",FALSE
"LINC02263","LINC02263",FALSE
"LINC01378","LINC01378",FALSE
"AC092661.1","AC092661.1",FALSE
"LINC02264","LINC02264",FALSE
"NDST3","NDST3",FALSE
"SNHG8","SNHG8",FALSE
"PRSS12","PRSS12",FALSE
"METTL14-DT","METTL14-DT",FALSE
"METTL14","METTL14",FALSE
"SEC24D","SEC24D",FALSE
"SYNPO2","SYNPO2",TRUE
"MYOZ2","MYOZ2",FALSE
"USP53","USP53",TRUE
"C4orf3","C4orf3",FALSE
"FABP2","FABP2",FALSE
"AC093752.3","AC093752.3",FALSE
"AC093752.2","AC093752.2",FALSE
"PDE5A","PDE5A",TRUE
"AC080089.2","AC080089.2",FALSE
"LINC01365","LINC01365",FALSE
"LINC02502","LINC02502",FALSE
"AC097173.2","AC097173.2",FALSE
"MAD2L1","MAD2L1",FALSE
"AC073475.1","AC073475.1",FALSE
"AC025741.1","AC025741.1",FALSE
"PRDM5","PRDM5",FALSE
"NDNF","NDNF",FALSE
"AC105254.1","AC105254.1",FALSE
"TNIP3","TNIP3",FALSE
"QRFPR","QRFPR",FALSE
"ANXA5","ANXA5",FALSE
"TMEM155","TMEM155",FALSE
"AC079341.1","AC079341.1",FALSE
"EXOSC9","EXOSC9",FALSE
"CCNA2","CCNA2",FALSE
"BBS7","BBS7",FALSE
"AC079341.2","AC079341.2",FALSE
"TRPC3","TRPC3",FALSE
"KIAA1109","KIAA1109",TRUE
"ADAD1","ADAD1",FALSE
"IL2","IL2",FALSE
"IL21","IL21",FALSE
"IL21-AS1","IL21-AS1",FALSE
"AC053545.1","AC053545.1",FALSE
"BBS12","BBS12",FALSE
"FGF2","FGF2",TRUE
"AC021205.3","AC021205.3",FALSE
"NUDT6","NUDT6",FALSE
"SPATA5","SPATA5",FALSE
"AC026402.2","AC026402.2",FALSE
"SPRY1","SPRY1",TRUE
"AC093821.1","AC093821.1",FALSE
"LINC02435","LINC02435",FALSE
"LINC01091","LINC01091",FALSE
"AC096732.1","AC096732.1",FALSE
"AC108075.1","AC108075.1",FALSE
"AC121154.1","AC121154.1",FALSE
"AC133530.1","AC133530.1",FALSE
"LINC02516","LINC02516",FALSE
"ANKRD50","ANKRD50",FALSE
"FAT4","FAT4",TRUE
"AC104664.1","AC104664.1",FALSE
"LINC02379","LINC02379",FALSE
"AC097528.1","AC097528.1",FALSE
"AC096773.1","AC096773.1",FALSE
"AC093772.1","AC093772.1",FALSE
"AC093772.2","AC093772.2",FALSE
"AC097462.3","AC097462.3",FALSE
"INTU","INTU",TRUE
"SLC25A31","SLC25A31",FALSE
"HSPA4L","HSPA4L",FALSE
"AC093591.2","AC093591.2",FALSE
"PLK4","PLK4",FALSE
"MFSD8","MFSD8",FALSE
"ABHD18","ABHD18",FALSE
"LARP1B","LARP1B",FALSE
"PGRMC2","PGRMC2",FALSE
"LINC02615","LINC02615",FALSE
"AC110609.1","AC110609.1",FALSE
"AC078850.1","AC078850.1",FALSE
"AC078850.2","AC078850.2",FALSE
"JADRR","JADRR",FALSE
"JADE1","JADE1",TRUE
"SCLT1","SCLT1",FALSE
"C4orf33","C4orf33",FALSE
"AC082650.1","AC082650.1",FALSE
"AC082650.2","AC082650.2",FALSE
"LINC02466","LINC02466",FALSE
"LINC02465","LINC02465",FALSE
"LINC02479","LINC02479",FALSE
"AC093831.1","AC093831.1",FALSE
"LINC02377","LINC02377",FALSE
"SNHG27","SNHG27",FALSE
"AC096711.2","AC096711.2",FALSE
"AC093916.1","AC093916.1",FALSE
"AC096711.1","AC096711.1",FALSE
"AC114741.1","AC114741.1",FALSE
"LINC01256","LINC01256",FALSE
"AC115622.1","AC115622.1",FALSE
"AC110751.1","AC110751.1",FALSE
"AC105383.1","AC105383.1",FALSE
"PCDH10","PCDH10",FALSE
"AC108052.1","AC108052.1",FALSE
"AC079380.1","AC079380.1",FALSE
"AC015631.1","AC015631.1",FALSE
"AC096763.1","AC096763.1",FALSE
"PABPC4L","PABPC4L",FALSE
"LINC02462","LINC02462",FALSE
"AC093722.1","AC093722.1",FALSE
"AC104619.2","AC104619.2",FALSE
"AC107463.1","AC107463.1",FALSE
"LINC02485","LINC02485",FALSE
"AC105362.1","AC105362.1",FALSE
"LINC00613","LINC00613",FALSE
"AC073429.2","AC073429.2",FALSE
"AC018680.1","AC018680.1",FALSE
"AC073429.1","AC073429.1",FALSE
"LINC02511","LINC02511",FALSE
"LINC02510","LINC02510",FALSE
"PCDH18","PCDH18",TRUE
"LINC02172","LINC02172",FALSE
"AC116563.1","AC116563.1",FALSE
"AC131956.2","AC131956.2",FALSE
"AC131956.3","AC131956.3",FALSE
"AC131956.1","AC131956.1",FALSE
"AC097511.1","AC097511.1",FALSE
"LINC00616","LINC00616",FALSE
"SLC7A11-AS1","SLC7A11-AS1",FALSE
"SLC7A11","SLC7A11",FALSE
"AC093903.1","AC093903.1",FALSE
"LINC00498","LINC00498",FALSE
"LINC00499","LINC00499",FALSE
"LINC00500","LINC00500",FALSE
"AC098859.2","AC098859.2",FALSE
"AC093766.1","AC093766.1",FALSE
"AC109927.1","AC109927.1",FALSE
"AC109927.2","AC109927.2",FALSE
"NOCT","NOCT",FALSE
"ELF2","ELF2",FALSE
"MGARP","MGARP",FALSE
"NDUFC1","NDUFC1",FALSE
"NAA15","NAA15",FALSE
"AC097376.3","AC097376.3",FALSE
"RAB33B","RAB33B",FALSE
"SETD7","SETD7",FALSE
"AC112236.2","AC112236.2",FALSE
"AC112236.3","AC112236.3",FALSE
"AC112236.1","AC112236.1",FALSE
"MGST2","MGST2",FALSE
"MAML3","MAML3",FALSE
"AC108053.1","AC108053.1",FALSE
"AC131182.1","AC131182.1",FALSE
"SCOC","SCOC",FALSE
"SCOC-AS1","SCOC-AS1",FALSE
"CLGN","CLGN",FALSE
"MGAT4D","MGAT4D",FALSE
"ELMOD2","ELMOD2",FALSE
"UCP1","UCP1",FALSE
"AC108019.2","AC108019.2",FALSE
"TBC1D9","TBC1D9",FALSE
"AC096733.1","AC096733.1",FALSE
"AC096733.2","AC096733.2",FALSE
"RNF150","RNF150",FALSE
"ZNF330","ZNF330",FALSE
"AC107220.1","AC107220.1",FALSE
"LINC02432","LINC02432",FALSE
"AC097504.2","AC097504.2",FALSE
"LINC02276","LINC02276",FALSE
"IL15","IL15",FALSE
"INPP4B","INPP4B",TRUE
"AC139720.2","AC139720.2",FALSE
"AC139720.1","AC139720.1",FALSE
"AC104596.1","AC104596.1",FALSE
"USP38","USP38",FALSE
"AC097658.2","AC097658.2",FALSE
"GAB1","GAB1",FALSE
"AC097658.3","AC097658.3",FALSE
"SMARCA5-AS1","SMARCA5-AS1",FALSE
"SMARCA5","SMARCA5",FALSE
"AC107223.1","AC107223.1",FALSE
"FREM3","FREM3",FALSE
"GYPE","GYPE",FALSE
"GYPB","GYPB",FALSE
"AC093890.2","AC093890.2",FALSE
"GYPA","GYPA",FALSE
"AC098588.3","AC098588.3",FALSE
"AC106871.1","AC106871.1",FALSE
"HHIP-AS1","HHIP-AS1",FALSE
"HHIP","HHIP",FALSE
"ANAPC10","ANAPC10",FALSE
"AC109811.1","AC109811.1",FALSE
"ABCE1","ABCE1",FALSE
"OTUD4","OTUD4",FALSE
